"obs";"bio1";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19"
1;103;93;40;4822;236;8;228;48;166;166;45;1272;183;33;48;542;135;135;493
1;78;133;45;5803;249;-45;294;16;156;157;15;830;151;6;77;415;25;38;410
1;44;117;40;5867;220;-69;289;-18;123;123;-24;1621;270;25;62;767;123;124;715
1;115;138;44;6225;296;-13;309;45;197;199;45;1418;253;7;78;696;34;46;696
1;27;112;30;8257;215;-152;367;-75;28;129;-82;709;73;39;17;205;130;192;196
1;52;138;29;11513;289;-183;472;169;-103;195;-103;414;84;10;66;202;32;185;32
1;57;136;44;6071;233;-72;305;-11;138;139;-11;1002;173;11;72;475;47;55;475
1;37;88;33;6145;190;-73;263;-31;116;119;-36;1795;297;31;62;855;142;152;794
1;26;165;41;8018;230;-169;399;130;-76;130;-76;461;79;12;55;206;47;206;47
1;70;125;37;7217;259;-72;331;-17;160;163;-21;479;81;10;61;231;43;48;213
1;73;86;39;4580;202;-14;216;23;133;135;20;2003;333;38;63;942;139;167;876
1;78;146;36;8519;300;-96;396;-13;190;190;-29;573;63;26;25;176;88;88;171
1;90;134;44;5791;271;-28;299;24;166;166;20;1409;229;19;61;660;99;99;594
1;57;136;44;6071;233;-72;305;-11;138;139;-11;1002;173;11;72;475;47;55;475
1;42;155;39;8066;269;-127;396;-50;141;147;-61;625;84;18;38;241;77;90;229
1;131;170;47;7046;323;-36;359;220;158;224;45;477;79;9;49;186;42;153;136
1;197;171;47;6606;393;36;357;118;258;283;118;216;38;1;64;103;13;20;103
1;48;103;30;7955;239;-104;343;-45;46;150;-54;992;147;52;38;395;174;192;379
1;131;140;44;6291;315;2;313;67;214;216;60;1299;227;6;78;627;29;42;627
1;51;164;42;7715;254;-131;385;153;-44;153;-44;487;81;12;56;215;46;215;46
1;36;87;33;5911;186;-70;256;-28;113;116;-33;2102;344;35;62;999;160;174;929
1;115;138;44;6225;296;-13;309;45;197;199;45;1418;253;7;78;696;34;46;696
1;79;170;44;7038;293;-86;379;-6;173;173;-6;337;57;10;52;145;36;36;145
1;101;109;44;4954;246;-1;247;45;166;166;42;1131;179;23;57;522;101;101;468
1;83;102;47;4100;210;-5;215;40;136;139;36;2525;424;33;66;1212;151;169;1133
1;65;89;36;5409;206;-36;242;5;135;136;0;1998;301;49;53;882;186;208;808
1;82;86;36;5162;221;-12;233;26;151;151;21;1633;258;41;58;734;139;139;672
1;30;148;38;8126;245;-144;389;111;-71;137;-71;387;62;15;43;155;54;137;54
1;55;91;36;5632;203;-48;251;-8;127;129;-12;2160;337;41;57;986;185;199;911
1;-12;119;32;8024;177;-191;368;24;1;89;-113;654;87;39;23;214;135;195;155
1;70;152;37;8676;287;-118;405;157;-37;186;-37;502;95;8;71;260;33;223;33
1;50;114;33;7723;242;-96;338;-41;148;150;-47;544;89;13;54;250;57;62;228
1;98;84;41;4190;213;11;202;50;151;151;46;631;85;25;36;244;90;91;222
1;86;105;42;5014;233;-13;246;30;151;152;26;1937;299;34;57;883;162;170;808
1;131;145;44;6524;316;-11;327;63;218;218;55;406;73;3;79;206;15;15;201
1;98;105;52;3437;214;15;199;64;142;145;60;1942;333;11;73;954;73;90;890
1;30;144;36;8346;240;-151;391;-63;112;139;-75;491;47;30;12;138;103;108;137
1;87;90;40;4727;218;-5;223;34;148;149;30;1154;188;27;55;515;107;110;474
1;99;106;41;5187;250;-3;253;41;166;167;36;2209;359;30;61;1032;157;164;962
1;98;95;46;4141;215;10;205;52;149;152;48;2220;348;39;60;1007;158;185;955
1;40;164;40;8473;266;-144;410;78;-68;149;-68;336;37;22;15;100;70;78;70
1;64;89;36;5465;207;-35;242;3;135;136;-1;2200;327;50;52;960;208;221;884
1;31;98;33;6866;201;-95;296;-47;120;121;-52;1212;206;24;61;583;108;109;538
1;34;125;43;5790;211;-77;288;-22;114;114;-30;1427;239;18;66;684;88;88;634
1;31;144;38;7684;240;-132;372;64;-63;133;-63;660;89;36;27;231;126;181;126
1;128;156;45;6633;331;-14;345;54;215;215;49;1496;262;7;77;738;43;43;718
1;66;100;39;5426;220;-35;255;8;137;139;3;2170;354;26;62;1013;145;153;956
1;102;104;42;4914;243;1;242;47;166;166;43;1057;170;21;58;494;91;91;442
1;94;91;43;4249;213;6;207;46;147;150;42;2961;476;56;60;1333;206;250;1271
1;36;123;35;7444;241;-107;348;-48;131;134;-54;918;122;33;38;364;126;143;332
1;93;148;46;6419;255;-63;318;167;85;176;12;510;107;13;70;269;62;249;87
1;34;133;44;5827;205;-92;297;-30;113;113;-30;543;91;15;61;244;47;47;244
1;32;152;38;8160;251;-140;391;16;139;139;-69;550;55;28;19;159;98;98;155
1;112;160;52;5167;296;-10;306;56;180;182;53;1366;253;3;84;719;25;42;697
1;74;137;33;9185;289;-115;404;117;-42;195;-42;564;97;16;56;262;58;203;58
1;60;119;34;7607;262;-82;344;-28;155;159;-34;711;98;25;40;286;91;108;260
1;140;173;46;7258;339;-31;370;231;169;236;51;459;69;10;42;171;48;139;123
1;91;98;41;4930;232;-4;236;36;155;156;32;2038;341;34;64;963;136;159;901
1;14;169;41;7847;242;-163;405;-74;110;115;-86;606;79;24;33;222;89;103;214
1;61;103;38;5829;223;-48;271;-3;138;138;-9;2078;352;25;66;1014;129;145;956
1;14;149;40;7641;222;-149;371;43;-78;116;-78;513;62;30;23;172;100;144;100
1;113;118;44;5108;273;6;267;54;180;180;51;1145;179;14;60;523;80;80;486
1;161;145;45;6134;349;29;320;84;239;239;84;524;98;2;81;258;9;9;258
1;99;98;41;4845;236;2;234;44;162;162;40;1502;211;41;46;622;166;166;562
1;61;87;32;6091;210;-56;266;-9;139;139;-15;1439;216;47;49;617;162;162;567
1;120;131;38;7566;318;-24;342;29;213;219;24;214;33;5;45;89;23;27;82
1;43;118;34;7641;235;-103;338;-48;141;141;-54;852;150;23;61;418;87;87;383
1;10;153;41;7584;202;-170;372;102;-86;108;-86;585;85;31;34;218;104;211;104
1;46;92;33;6369;201;-75;276;-27;128;128;-33;1295;196;44;50;566;148;148;518
1;78;133;45;5803;249;-45;294;16;156;157;15;830;151;6;77;415;25;38;410
1;20;142;39;7492;226;-138;364;51;-32;119;-72;546;70;33;25;183;115;154;125
1;103;112;44;4956;252;1;251;47;168;168;43;1307;210;23;59;608;110;110;550
1;73;140;47;5441;253;-41;294;15;145;146;11;1078;192;9;71;541;54;63;496
1;40;131;42;5947;224;-81;305;-22;118;120;-29;1393;238;22;65;677;99;101;625
1;20;162;40;8329;237;-161;398;7;31;127;-86;536;49;39;7;140;127;137;132
1;70;92;38;5193;211;-26;237;12;137;138;8;2193;317;50;50;938;218;225;860
1;81;101;45;4346;213;-9;222;34;137;140;31;2471;411;33;65;1180;154;172;1101
1;10;162;42;7205;226;-154;380;-69;100;104;-79;744;94;29;29;257;111;130;246
1;127;159;60;3830;276;11;265;86;175;179;84;582;110;1;88;310;6;12;305
1;38;88;32;6397;194;-76;270;-34;121;122;-39;1723;291;31;62;827;139;149;766
1;91;98;41;4930;232;-4;236;36;155;156;32;2038;341;34;64;963;136;159;901
1;-11;109;25;11055;203;-233;436;109;-4;124;-160;270;38;9;40;107;36;105;54
1;-8;162;42;7623;185;-197;382;85;22;89;-103;780;86;37;21;235;137;203;197
1;89;129;43;6010;262;-35;297;25;169;170;22;654;120;5;78;329;21;34;326
1;100;94;41;4759;230;4;226;45;161;161;42;1239;169;38;42;496;147;147;448
1;90;170;43;7447;309;-79;388;0;186;190;0;220;32;9;38;83;31;34;83
1;64;112;38;6104;235;-53;288;-5;144;144;-10;1256;208;18;62;594;92;92;559
1;78;87;39;4645;207;-11;218;27;139;140;23;1625;275;31;64;776;114;137;717
1;26;89;32;6545;186;-91;277;-47;111;113;-52;1531;257;29;61;731;131;136;676
1;65;89;36;5409;206;-36;242;5;135;136;0;1998;301;49;53;882;186;208;808
1;100;162;48;6063;300;-33;333;32;180;180;28;1028;185;7;74;523;44;44;488
1;51;167;40;8370;268;-147;415;153;89;159;-56;438;43;25;14;124;97;108;98
1;30;147;38;8018;242;-138;380;-58;136;136;-68;527;53;31;16;150;100;100;147
1;86;164;46;6414;289;-60;349;13;170;170;8;1067;170;6;68;498;48;48;479
1;73;115;38;6286;249;-46;295;2;156;156;-4;1512;267;16;70;764;87;87;722
1;49;128;38;6884;248;-88;336;-29;138;139;-36;765;110;19;45;312;80;94;293
1;98;83;41;4163;210;11;199;50;151;151;46;654;91;26;39;261;90;90;237
1;28;160;40;7692;252;-140;392;-58;123;128;-69;660;87;22;34;242;90;105;233
1;-5;125;36;7610;188;-154;342;-90;97;97;-92;689;75;41;18;209;136;136;204
1;106;108;52;3485;225;19;206;70;150;153;66;1748;307;4;80;893;37;56;861
1;112;106;41;5195;263;9;254;53;179;180;48;1464;225;24;54;645;124;127;599
1;4;149;40;7575;196;-171;367;103;-90;103;-90;603;93;23;43;240;83;240;83
1;69;85;36;5110;205;-25;230;14;136;137;10;1642;280;36;63;779;127;144;717
1;85;90;38;4922;217;-14;231;29;149;149;25;1383;192;45;44;565;160;160;515
1;40;95;34;6289;200;-75;275;-31;122;122;-36;1722;284;39;60;818;150;169;750
1;91;98;41;4930;232;-4;236;36;155;156;32;2038;341;34;64;963;136;159;901
1;54;114;40;5824;228;-57;285;-9;132;132;-14;1874;316;25;64;896;129;133;835
1;56;152;45;6414;245;-91;336;-20;142;142;-20;358;58;13;53;155;43;43;155
1;20;130;30;10260;227;-199;426;143;-37;143;-119;547;90;24;53;254;74;254;93
1;93;103;42;4879;234;-6;240;38;157;157;34;1419;196;38;43;576;167;167;523
1;40;131;38;6856;239;-98;337;-38;128;129;-45;764;107;20;43;307;84;98;288
1;4;113;23;12994;236;-252;488;159;-173;159;-173;453;71;16;50;198;59;198;59
1;166;145;43;6444;356;26;330;85;248;248;85;595;124;1;84;312;11;11;312
1;100;109;44;4942;244;-3;247;44;164;164;40;1160;176;25;53;517;113;113;464
1;35;175;41;8664;261;-165;426;139;-62;146;-77;405;42;25;13;120;88;116;89
1;159;140;48;5240;317;30;287;103;225;231;98;518;102;1;90;294;8;18;274
1;40;159;39;8376;266;-141;407;28;149;149;-66;475;48;24;18;139;88;88;128
1;122;173;47;7068;315;-53;368;210;150;214;34;499;84;11;49;200;44;165;130
1;3;173;41;8136;230;-185;415;-89;101;106;-102;486;58;26;24;159;89;103;156
1;98;141;44;6282;282;-32;314;27;181;182;27;1166;205;5;78;570;30;39;570
1;97;152;44;6695;302;-42;344;19;182;186;15;367;53;10;46;157;43;47;139
1;113;89;54;2733;202;38;164;87;147;151;82;1888;312;14;68;896;92;98;838
1;88;101;39;5383;240;-14;254;28;158;159;23;2302;373;26;63;1078;148;157;1017
1;84;82;39;4519;205;-3;208;34;142;143;30;1228;215;24;67;611;85;104;553
1;-14;124;25;13045;223;-268;491;141;-82;141;-190;452;80;20;52;207;62;207;66
1;90;105;42;5013;240;-8;248;34;155;157;30;2205;352;32;61;1030;162;170;954
1;80;163;45;7018;274;-82;356;169;108;174;-5;585;78;13;38;201;67;164;166
1;116;150;48;5670;309;2;307;50;190;190;49;945;173;7;76;492;37;37;463
1;86;132;38;6987;289;-51;340;7;176;179;1;545;73;13;42;213;57;67;196
1;40;98;34;6366;204;-78;282;-31;123;124;-36;1331;224;22;64;647;105;109;600
1;153;159;45;6643;355;9;346;72;239;239;72;608;111;1;82;307;8;8;307
1;31;80;31;6042;178;-75;253;-35;109;112;-40;2094;344;39;60;986;173;185;913
1;31;81;33;5638;172;-68;240;-29;104;108;-33;2487;397;43;60;1159;193;211;1078
1;59;122;37;7245;248;-81;329;-27;152;152;-33;1005;186;17;71;527;76;76;485
1;84;94;40;4991;223;-11;234;28;149;150;24;2051;290;51;48;859;211;216;786
1;32;86;32;6327;188;-80;268;-39;114;116;-43;1872;317;34;63;908;150;161;837
1;139;146;53;4570;296;25;271;83;195;197;83;999;216;2;90;549;12;19;549
1;68;94;35;6017;222;-43;265;-1;145;145;-6;1822;291;43;59;849;154;154;771
1;12;155;42;7173;204;-160;364;101;40;106;-76;791;88;33;23;242;128;205;207
1;88;160;44;7227;285;-76;361;178;118;183;-1;433;62;12;36;153;55;128;115
1;76;159;45;6908;267;-82;349;163;103;168;-8;563;78;14;39;197;67;164;159
1;131;145;45;6286;318;1;317;58;213;215;58;1161;207;4;80;567;23;33;567
1;-11;140;38;7749;179;-181;360;86;1;91;-105;604;67;38;18;179;128;175;140
1;-9;142;39;7771;183;-180;363;88;4;93;-103;593;64;37;17;173;128;167;143
1;108;110;53;3547;225;20;205;70;153;155;66;1982;341;9;74;982;67;84;916
1;59;146;37;8329;275;-115;390;-31;168;168;-46;636;70;31;26;203;100;100;200
1;40;139;35;8534;251;-137;388;23;-67;152;-67;360;35;24;10;100;77;92;77
1;25;167;40;8324;234;-179;413;132;-82;132;-82;410;73;11;57;188;41;188;41
1;164;137;42;6522;352;26;326;87;247;247;82;594;125;1;86;314;10;10;305
1;54;98;37;5850;211;-52;263;-11;131;132;-15;2104;347;34;62;1005;159;174;930
1;98;95;46;4141;215;10;205;52;149;152;48;2220;348;39;60;1007;158;185;955
1;64;154;44;6418;266;-77;343;-7;147;150;-14;525;91;16;58;248;56;62;231
1;64;117;36;7029;246;-72;318;-19;154;154;-24;873;154;16;65;434;71;71;399
1;48;137;36;7853;262;-109;371;85;145;151;-51;489;57;30;21;146;103;122;131
1;-57;125;23;15138;206;-332;538;127;-129;127;-256;282;67;6;81;163;22;163;27
1;122;142;45;6063;304;-6;310;52;202;202;52;1496;282;4;81;757;27;40;757
1;37;87;35;5512;182;-61;243;-21;109;112;-25;2545;404;43;60;1185;196;214;1102
1;127;150;50;5280;306;6;300;66;196;197;66;1107;230;2;88;593;13;24;593
1;36;157;41;7650;234;-143;377;137;-59;137;-59;535;87;16;51;229;59;229;59
1;20;115;26;10944;229;-202;431;151;-45;151;-128;477;89;19;64;243;61;243;68
1;63;151;40;7705;260;-111;371;158;96;165;-33;436;62;15;37;161;56;135;103
1;103;94;41;4779;234;7;227;48;165;165;45;1143;158;34;43;464;136;136;419
1;59;126;36;7417;264;-82;346;-27;151;156;-34;881;120;29;41;357;116;132;327
1;55;91;36;5632;203;-48;251;-8;127;129;-12;2160;337;41;57;986;185;199;911
1;60;102;38;5772;219;-47;266;-4;135;136;-9;2167;360;31;64;1043;152;169;972
1;52;103;38;5717;213;-55;268;-9;128;129;-14;1718;280;24;60;798;127;132;751
1;25;130;44;5858;194;-100;294;-28;103;104;-40;809;135;18;64;370;61;67;351
1;-8;142;37;8103;203;-175;378;24;59;97;-108;733;81;48;16;217;157;185;184
1;62;55;31;4136;157;-17;174;43;98;118;15;2602;385;128;33;953;407;556;721
1;106;148;48;5594;296;-10;306;42;180;180;40;1239;229;7;78;651;42;42;602
1;90;106;46;4491;226;-4;230;40;148;150;36;2237;354;36;61;1033;158;178;965
1;28;147;40;6957;235;-125;360;-50;117;119;-59;633;91;20;40;253;79;95;234
1;98;141;44;6282;282;-32;314;27;181;182;27;1166;205;5;78;570;30;39;570
1;82;102;42;4948;226;-15;241;28;147;148;24;1861;283;36;55;837;164;173;765
1;36;155;41;7135;250;-123;373;-46;126;129;-55;561;80;19;39;222;74;89;204
1;51;83;38;4658;180;-34;214;4;112;115;0;2371;389;48;61;1094;178;203;1025
1;112;106;41;5195;263;9;254;53;179;180;48;1464;225;24;54;645;124;127;599
1;122;148;46;6074;310;-9;319;51;202;202;51;1400;281;2;84;732;23;23;732
1;66;143;38;7842;263;-106;369;162;99;169;-32;435;58;14;34;153;57;126;106
1;66;79;39;4203;181;-17;198;23;121;123;19;2463;367;63;54;1048;219;249;978
1;82;188;51;6547;272;-93;365;163;110;169;1;551;98;14;58;256;53;216;121
1;97;109;45;4786;241;1;240;44;160;160;40;1780;284;30;61;828;128;149;771
1;109;163;50;5651;304;-19;323;48;184;185;44;1253;228;3;83;654;26;42;633
1;51;158;39;8079;278;-120;398;-42;150;155;-54;644;88;18;39;247;76;92;239
1;29;139;38;7593;231;-130;361;104;-63;130;-63;547;86;23;43;221;84;186;84
1;93;89;39;4719;218;-5;223;38;153;153;35;1116;152;39;42;449;137;137;407
1;92;105;39;5772;251;-18;269;27;166;167;21;2265;393;21;69;1115;121;135;1056
1;154;147;50;5207;317;26;291;99;221;226;93;507;92;3;80;269;19;29;252
1;99;122;46;4926;259;-4;263;43;163;164;40;1916;351;19;73;967;94;107;907
1;108;105;55;3146;213;23;190;74;146;150;70;1605;274;7;74;789;52;65;742
1;81;58;36;3691;169;10;159;60;128;130;37;2232;312;65;48;908;234;303;806
1;130;131;50;4546;277;19;258;82;188;193;80;645;126;0;92;362;4;14;346
1;125;145;45;6322;312;-6;318;52;208;209;52;1130;201;4;80;555;24;31;555
1;100;108;43;4943;244;-3;247;43;164;164;40;1112;159;28;48;471;122;122;426
1;38;155;36;9231;273;-157;430;130;-64;156;-82;282;43;15;37;108;51;92;52
1;102;108;49;4002;232;12;220;59;153;156;55;1728;301;13;71;857;79;90;790
1;38;80;32;5920;183;-65;248;-27;115;118;-31;2191;356;39;60;1023;177;191;950
1;42;144;39;7415;259;-109;368;-41;136;139;-49;868;117;30;34;321;122;135;304
1;98;96;48;3636;211;15;196;58;143;146;54;2540;418;36;64;1197;165;173;1115
1;35;168;41;7983;241;-160;401;139;-67;139;-67;447;78;12;56;201;46;201;46
1;38;80;32;5920;183;-65;248;-27;115;118;-31;2191;356;39;60;1023;177;191;950
1;117;88;56;2462;198;43;155;92;146;149;88;1821;297;10;70;866;72;85;808
1;75;144;45;6186;260;-59;319;4;156;158;4;1303;236;9;77;645;45;51;645
1;86;105;42;5014;233;-13;246;30;151;152;26;1937;299;34;57;883;162;170;808
1;95;88;46;3752;202;14;188;54;142;144;49;2726;400;63;54;1149;215;257;1097
1;173;106;53;3259;274;74;200;137;210;218;135;283;57;1;88;161;4;8;144
1;72;175;43;7767;283;-118;401;151;-23;176;-23;449;63;12;46;176;45;170;45
1;191;158;43;7496;360;-2;362;242;111;284;91;342;65;10;57;149;35;107;38
1;106;105;43;4954;250;8;242;50;171;171;46;1562;259;25;65;749;102;102;696
1;-59;128;23;14923;204;-334;538;122;-130;122;-255;322;75;8;79;183;28;183;32
1;87;118;40;6192;261;-32;293;16;168;168;11;1271;223;13;69;632;73;73;598
1;101;86;49;3303;195;21;174;66;142;145;61;2066;320;39;58;925;159;175;874
1;82;106;42;5072;231;-18;249;26;148;149;22;2049;315;36;57;931;172;182;855
1;95;107;44;4742;236;-3;239;41;155;158;38;1839;310;24;66;886;116;130;826
1;78;161;46;6218;283;-60;343;6;158;161;2;340;54;11;51;153;40;47;144
1;91;165;39;8630;309;-108;417;195;131;202;-21;344;48;14;30;118;55;98;77
1;7;146;40;7599;208;-152;360;83;-85;107;-85;599;62;38;16;177;124;171;124
1;59;162;35;9862;306;-151;457;110;-50;184;-71;223;37;12;42;89;40;68;43
1;62;55;31;4136;157;-17;174;43;98;118;15;2602;385;128;33;953;407;556;721
1;99;103;45;4445;230;6;224;49;155;157;45;2145;338;37;61;980;150;176;928
1;70;174;43;7738;277;-119;396;164;107;171;-29;422;71;21;43;176;69;158;81
1;121;121;58;3197;237;29;208;87;159;163;82;1189;239;3;86;634;16;29;615
1;30;98;33;6713;194;-98;292;-47;116;116;-53;1102;170;40;50;487;134;134;446
1;42;116;33;7954;241;-109;350;-52;140;145;-58;503;60;29;23;162;99;121;148
1;2;95;29;7398;183;-136;319;-81;96;98;-88;834;104;49;25;293;157;176;274
1;73;100;40;5197;221;-26;247;16;141;142;12;2122;322;41;55;949;189;200;873
1;42;120;43;5572;203;-73;276;-16;117;119;-18;663;120;11;70;317;36;49;314
1;94;91;43;4249;213;6;207;46;147;150;42;2961;476;56;60;1333;206;250;1271
1;-64;136;24;14781;215;-331;546;119;-139;119;-255;216;54;4;84;131;16;131;22
1;23;134;36;8167;229;-139;368;0;-75;132;-75;423;41;28;10;120;93;107;93
1;39;121;34;7928;237;-116;353;-56;100;140;-62;387;45;23;22;119;78;98;109
1;117;130;37;7753;316;-32;348;24;212;218;19;200;30;5;44;83;23;25;76
1;36;93;36;5755;189;-69;258;-25;111;114;-31;2171;357;32;63;1038;154;169;970
1;45;80;32;5842;190;-57;247;-19;121;123;-24;2230;360;42;58;1031;186;201;957
1;34;126;43;5907;203;-90;293;-30;86;114;-30;515;86;14;58;227;53;53;221
1;101;101;48;3897;222;13;209;59;150;154;55;2223;382;22;68;1079;118;127;1008
1;115;90;54;2824;204;38;166;85;149;152;81;1261;221;4;76;628;34;45;612
1;78;146;36;8519;300;-96;396;-13;190;190;-29;573;63;26;25;176;88;88;171
1;137;129;64;2358;239;39;200;112;161;166;107;67;15;0;81;35;0;2;35
1;98;141;44;6282;282;-32;314;27;181;182;27;1166;205;5;78;570;30;39;570
1;59;146;37;8329;275;-115;390;-31;168;168;-46;636;70;31;26;203;100;100;200
1;16;133;36;8001;218;-146;364;-73;94;123;-79;509;51;34;10;138;114;114;134
1;114;115;44;5282;267;7;260;58;182;189;58;619;118;1;88;331;8;18;331
1;3;107;32;7446;185;-141;326;-84;65;98;-90;448;56;27;22;150;92;108;138
1;76;158;39;8259;289;-111;400;141;113;184;-28;463;51;17;23;141;78;114;110
1;79;101;38;5579;233;-27;260;17;151;152;11;2201;365;24;65;1050;135;146;993
1;80;122;34;8063;287;-69;356;-16;179;185;-22;492;69;19;38;196;65;78;176
1;55;144;44;6317;241;-83;324;-8;139;139;-18;759;127;13;65;350;52;52;347
1;101;110;44;4968;247;-1;248;44;165;165;41;1211;194;22;60;568;99;99;515
1;69;92;39;5108;209;-26;235;14;136;138;10;2087;301;48;50;893;209;217;819
1;32;148;38;8125;248;-141;389;113;-69;139;-69;373;60;15;42;149;55;133;55
1;52;98;37;5743;209;-54;263;-10;127;129;-16;2219;369;29;65;1071;147;164;1005
1;109;98;55;3005;209;31;178;79;147;150;75;1999;338;11;72;970;75;91;917
1;66;87;36;5310;205;-32;237;7;135;136;3;2059;304;51;51;893;199;216;819
1;8;139;34;8652;209;-197;406;114;-39;114;-106;577;102;18;60;274;71;274;71
1;103;104;41;5132;253;2;251;45;170;170;40;1925;293;27;56;850;149;149;795
1;66;124;36;7496;268;-74;342;-22;157;164;-28;804;112;29;40;328;107;122;295
1;39;81;31;6135;188;-68;256;-29;118;121;-34;2030;337;36;60;958;164;177;890
1;103;104;41;5132;253;2;251;45;170;170;40;1925;293;27;56;850;149;149;795
1;52;147;37;8181;268;-119;387;-36;160;160;-49;695;77;32;29;227;104;104;226
1;50;101;35;6521;215;-72;287;-25;134;135;-30;1222;209;21;63;595;99;103;552
1;144;147;44;6521;338;7;331;73;230;230;68;965;159;4;70;452;35;35;437
1;108;106;49;3940;234;18;216;65;157;161;61;1760;304;15;70;863;86;94;801
1;52;147;44;6270;242;-86;328;-20;135;136;-20;1020;178;12;71;487;54;57;487
1;52;98;37;5743;209;-54;263;-10;127;129;-16;2219;369;29;65;1071;147;164;1005
1;51;164;42;7715;254;-131;385;153;-44;153;-44;487;81;12;56;215;46;215;46
1;27;166;42;7479;250;-141;391;-57;120;125;-67;679;86;26;30;235;100;118;225
1;86;144;41;6857;292;-56;348;6;173;177;1;427;53;12;36;155;51;61;138
1;81;154;43;7056;268;-83;351;169;109;175;-5;600;91;12;45;235;57;192;158
1;29;139;38;7593;231;-130;361;104;-63;130;-63;547;86;23;43;221;84;186;84
1;65;146;47;5711;250;-58;308;4;141;142;0;947;161;9;68;459;53;57;426
1;61;121;36;7285;260;-76;336;-22;152;157;-29;803;109;27;40;320;104;120;294
1;102;117;44;5080;261;-1;262;45;168;170;41;1478;263;16;68;730;83;92;681
1;116;150;48;5670;309;2;307;50;190;190;49;945;173;7;76;492;37;37;463
1;78;145;35;9114;309;-105;414;70;190;197;-40;457;50;21;20;140;80;83;120
1;69;101;40;5306;219;-32;251;11;138;140;6;2371;377;37;61;1107;177;193;1028
1;105;160;48;5944;304;-23;327;37;183;183;33;1184;218;7;78;619;43;43;588
1;125;145;45;6322;312;-6;318;52;208;209;52;1130;201;4;80;555;24;31;555
1;40;131;42;5947;224;-81;305;-22;118;120;-29;1393;238;22;65;677;99;101;625
1;58;86;35;5489;201;-40;241;-2;129;131;-7;2298;348;48;54;1019;208;220;941
1;125;145;45;6322;312;-6;318;52;208;209;52;1130;201;4;80;555;24;31;555
1;64;136;44;6115;240;-66;306;-6;145;146;-6;1124;196;10;74;538;47;55;538
1;-1;146;42;6999;179;-165;344;86;26;91;-85;922;101;42;23;268;152;233;242
1;83;101;40;5184;233;-16;249;26;150;152;21;2556;415;31;63;1203;166;177;1130
1;54;136;44;6085;231;-75;306;-15;134;136;-15;1179;207;12;73;565;54;60;565
1;-39;128;23;14076;214;-321;535;127;-100;127;-233;262;54;6;61;125;25;125;43
1;78;133;45;5803;249;-45;294;16;156;157;15;830;151;6;77;415;25;38;410
1;86;142;45;6151;272;-42;314;25;168;168;16;1436;256;7;77;704;45;51;698
1;114;112;42;5284;268;5;263;53;182;183;49;1142;184;18;57;516;90;94;477
1;99;158;47;6180;299;-33;332;33;181;181;28;1114;191;6;76;549;39;49;533
1;6;153;40;7864;208;-172;380;103;17;108;-92;551;55;34;14;152;118;150;132
1;48;129;38;6846;247;-88;335;-31;136;137;-37;757;105;19;44;306;81;93;285
1;5;110;41;5392;158;-109;267;-48;48;79;-54;718;120;16;61;321;65;82;316
